Troquel, Codigo de barras, Codigo de barras 2, Descripcion, Descripcion extendida, Rubro, SubRubro, Cod.Labo, Laboratorio, Costo s/IVA, Vigencia, Fecha Alta
6535551, 7796285283223, 7796285283223, OVUMIX MAX 7 CAP VAG, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 20617.700, 25/06/2025, 10/09/2019
6535681, 7795380043244, 7795380043244, PSOROLAST SET DE INICIO, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 322848.250, 19/06/2025, 06/04/2022
6535842, 7795380043275, 7795380043275, PSOROLAST 30 X 60 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 1224347.280, 19/06/2025, 06/04/2022
6536843, 7791909352309, 7791909352309, HIPOLIPOL 40 X 28 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 59103.330, 26/06/2025, 07/12/2018
6536845, 7791909352316, 7791909352316, HIPOLIPOL 40 X 30 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 59534.920, 26/06/2025, 22/05/2019
6537003, 7795338999722, 7795338999722, CARIPRAL 1.5 X 30 CAP, , PSICOF.LISTA 4, , 54, BALIARDA S.A., 63377.090, 24/06/2025, 06/05/2022
6537133, 7795338999739, 7795338999739, CARIPRAL 3 X 30 CAP, , PSICOF.LISTA 4, , 54, BALIARDA S.A., 98694.310, 24/06/2025, 06/05/2022
6537393, 7795338999746, 7795338999746, CARIPRAL 6 X 30 CAP, , PSICOF.LISTA 4, , 54, BALIARDA S.A., 127070.400, 24/06/2025, 06/05/2022
6538712, 7791909213259, 7791909213259, INHALAN BRON250/50X60C+AP, , ESPECIALIDADES, , 106, CASASCO S.A., 45610.610, 31/05/2025, 22/11/2019
6538842, 7791909213334, 7791909213334, INHALAN BRON500/50X60C+AP, , ESPECIALIDADES, , 106, CASASCO S.A., 46164.810, 31/05/2025, 21/11/2019
6539971, 7795326010170, 7795326010170, JOVIUS 50 X 60 CMP, , ESPECIALIDADES, , 24, IVAX ARG.(DISPROF.), 88086.870, 18/06/2025, 16/07/2020
6539972, 7795326209512, 7795326209512, JOVIUS 50 X 30 CMP, , ESPECIALIDADES, , 24, IVAX ARG.(DISPROF.), 45535.920, 18/06/2025, 22/07/2021
6540132, 7791909255808, 7791909255808, CONDUCTASA 1200 X 60 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 304438.800, 26/06/2025, 17/04/2019
6540261, 7798365530531, 7798365530531, TRELEGY ELLIPTA 92 X 30 D, , ESPECIALIDADES, , 248, GSK BIOPHARMA ARG S.A., 114430.000, 02/07/2025, 15/05/2019
6540422, 7791171102183, 7791171102183, TANSILOPROST SEC 30 CMP, , ESPECIALIDADES, , 256, FINADIET S.A.C.I.F., 50966.140, 08/07/2025, 04/09/2020
6541551, 7798162050140, 7798162050140, LIDOPRIL CR 5GR+2 PARCHES, , ESPECIALIDADES, , 1614, PABLO CASSARA, 22730.000, 23/06/2025, 15/07/2019
6542001, 7795327065445, 7795327065445, MISOP 200 X 12 CMP VAG, , ESPECIALIDADES, , 176, DOMINGUEZ S.A., 110432.630, 18/06/2025, 29/11/2018
6542003, 7795327065513, 7795327065513, MISOP 200 X 4 CMP VAG, , ESPECIALIDADES, , 176, DOMINGUEZ S.A., 41889.230, 18/06/2025, 16/03/2022
6544711, 7791763338051, 7791763338051, AMINOTERAPIA 750 X 30C EF, , ESPECIALIDADES, , 693, RAYMOS MEGALABS ARGENTINA, 72741.080, 01/07/2025, 23/04/2021
6545002, 7797416013436, 7797416013436, RIFAMAX 550 X 30 CMP, , ESPECIALIDADES, , 1218, ECZANE PHARMA, 56729.120, 14/04/2025, 30/12/2024
6545132, 7792175009836, 7792175009836, QURA MUK 10 CMP, , ESPECIALIDADES, , 62, LABORATORIOS BERNABO S.A., 14208.440, 27/06/2025, 01/03/2019
6545136, 7792175009843, 7792175009843, QURA MUK 20 CMP, , ESPECIALIDADES, , 62, LABORATORIOS BERNABO S.A., 23418.430, 27/06/2025, 01/03/2019
6545261, 7792175009829, 7792175009829, QURA MUK JAR X 100 ML, , ESPECIALIDADES, , 62, LABORATORIOS BERNABO S.A., 11238.490, 27/06/2025, 01/03/2019
6546391, 7798051853401, 7798051853401, DUTAPIL PL PANALAB 30 CAP, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 60662.610, 11/06/2025, 16/03/2022
6546392, 7798051854446, 7798051854446, DUTAPIL PL PANALAB 60 CAP, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 115970.250, 11/06/2025, 27/04/2023
6546421, 7795337905595, 7795337905595, CISTIL 5 X 30 CMP, , ESPECIALIDADES, , 792, TEMIS LOSTALO S.A., 49162.550, 24/06/2025, 04/09/2020
6546551, 7795337905601, 7795337905601, CISTIL 10 X 30 CMP, , ESPECIALIDADES, , 792, TEMIS LOSTALO S.A., 55431.150, 24/06/2025, 04/09/2020
6546841, 7798006302435, 7798006302435, NEUMODRYL 16 CMP, , ESPECIALIDADES, , 251, FECOFAR ESP, 23720.690, 27/06/2025, 13/03/2020
6547264, 7791909121103, 7791909121103, UROVAL 25 X 30 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 67574.010, 31/05/2025, 17/12/2019
6547394, 7791909121202, 7791909121202, UROVAL 50 X 30 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 71858.210, 31/05/2025, 17/12/2019
6547841, 7798051853425, 7798051853425, DERMOCAL UNG 30 GR, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 14400.000, 19/01/2023, 17/03/2020
6547973, 7795338999296, 7795338999296, BICARDIL 2.5 X 30 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 7783.790, 25/04/2025, 23/06/2020
6548003, 7795338999302, 7795338999302, BICARDIL 5 X 30 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 14527.510, 24/06/2025, 23/06/2020
6548133, 7795338999319, 7795338999319, BICARDIL 10 X 30 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 18546.890, 24/06/2025, 23/06/2020
6548422, 7795373002081, 7795373002081, GERMILISIN ESPUMA 130 ML, , ESPECIALIDADES, , 1614, PABLO CASSARA, 18070.000, 23/06/2025, 06/08/2019
6549972, 7798118064023, 7798118064023, APECUR 5 X 30 CMP, , PSICOF.LISTA 4, , 9945, ROSPAW, 21213.780, 01/07/2025, 23/05/2023
6550002, 7798118064047, 7798118064047, APECUR 10 X 30 CMP, , PSICOF.LISTA 4, , 9945, ROSPAW, 24416.500, 01/07/2025, 23/05/2023
6550132, 7798118064061, 7798118064061, APECUR 15 X 30 CMP, , PSICOF.LISTA 4, , 9945, ROSPAW, 34381.150, 01/07/2025, 23/05/2023
6550261, 7798118064184, 7798118064184, APECUR 20 X 15 CMP, , PSICOF.LISTA 4, , 9945, ROSPAW, 21474.070, 01/07/2025, 23/05/2023
6550423, 7795338999364, 7795338999364, DROTAQ 5 X 30 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 83648.570, 24/06/2025, 11/02/2021
6550551, 7795338999357, 7795338999357, DROTAQ 20 X 1 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 10568.920, 24/06/2025, 11/02/2021
6550552, 7795338999340, 7795338999340, DROTAQ 20 X 2 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 20239.250, 24/06/2025, 11/02/2021
6550554, 7795338999333, 7795338999333, DROTAQ 20 X 4 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 38864.770, 24/06/2025, 11/02/2021
6550682, 7795373002357, 7795373002357, RUBOX CR DERM X 30 GR, , ESPECIALIDADES, , 1614, PABLO CASSARA, 20880.000, 23/06/2025, 15/10/2020
6550845, 7798129414251, 7798129414251, ENANTYUM FORTE X 20 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 23337.180, 23/06/2025, 19/01/2021
6550970, 7795336294591, 7795336294591, FENOFIBRATO RIC 200X30CAP, , ESPECIALIDADES, , 699, RICHET S.A., 30063.780, 11/06/2025, 27/12/2019
6550971, 7795336294607, 7795336294607, FENOFIBRATO RIC 200X60CAP, , ESPECIALIDADES, , 699, RICHET S.A., 55415.960, 11/06/2025, 27/12/2019
6551001, 7798311370372, 7798311370372, LEVENOVA 500 X 60 CMP, , ESPECIALIDADES, , 1479, CELNOVA, 126643.578, 21/01/2025, 03/10/2019
6551131, 7798311370389, 7798311370389, LEVENOVA 1000 X 30 CMP, , ESPECIALIDADES, , 1479, CELNOVA, 138502.600, 02/06/2025, 03/10/2019
6553261, 7795347913047, 7795347913047, CRIBOROL UNG X 30 GR, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 61976.860, 27/06/2025, 08/06/2022
6554681, 7795326010354, 7795326010354, ARTOMEY PLUS 5/10 X 30 C, , ESPECIALIDADES, , 24, IVAX ARG.(DISPROF.), 28427.590, 18/06/2025, 06/08/2020
6554711, 7795326010330, 7795326010330, ARTOMEY PLUS 10/10 X 30 C, , ESPECIALIDADES, , 24, IVAX ARG.(DISPROF.), 29077.890, 18/06/2025, 06/08/2020
6554841, 7795326010347, 7795326010347, ARTOMEY PLUS 20/10 X 30 C, , ESPECIALIDADES, , 24, IVAX ARG.(DISPROF.), 52806.410, 18/06/2025, 06/08/2020
6555392, 7795373002234, 7795373002234, ATOPIX L 20 CMP, , ESPECIALIDADES, , 1614, PABLO CASSARA, 17280.000, 23/06/2025, 04/12/2019
6555421, 7795378005865, 7795378005865, CLARIMAX UD 1000 X 7 CMP, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 24010.600, 29/05/2025, 19/08/2019
6555422, 7795378005872, 7795378005872, CLARIMAX UD 1000 X 14 CMP, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 47921.610, 29/05/2025, 19/08/2019
6555681, 7795326006005, 7795326006005, SUMATRIPTAN TEVA 70 X4CMP, , ESPECIALIDADES, , 24, IVAX ARG.(DISPROF.), 48808.740, 18/06/2025, 14/03/2020
6555971, 7798167580949, 7798167580949, ADAPNE DUO FTE GEL X 30GR, , ESPECIALIDADES, , 861, VALUGE S.A., 43091.980, 01/07/2025, 11/06/2019
6556681, 7792086658147, 7792086658147, SYSTANE COMPLETE GTSX10ML, , ESPECIALIDADES, , 6, ALCON LAB. ARGENTINA ESP, 31874.000, 01/05/2025, 16/10/2019
6556682, 7792086752425, 7792086752425, SYSTANE COMPLETE SP X10ML, , ESPECIALIDADES, , 6, ALCON LAB. ARGENTINA ESP, 33938.000, 01/07/2025, 17/03/2025
6556712, 7798084686076, 7798084686076, VILZER 50 X 30 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 44119.850, 17/06/2025, 27/12/2019
6556714, 7798084686083, 7798084686083, VILZER 50 X 60 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 84167.590, 17/06/2025, 27/12/2019
6556971, 7798118064139, 7798118064139, ROSPOWER36 5MG X 30 CMP, , ESPECIALIDADES, , 9945, ROSPAW, 70883.830, 01/07/2025, 17/02/2022
6557001, 7798118064146, 7798118064146, ROSPOWER36 20MG X 1 CMP, , ESPECIALIDADES, , 9945, ROSPAW, 10407.550, 01/07/2025, 17/02/2022
6557002, 7798118064153, 7798118064153, ROSPOWER36 20MG X 2 CMP, , ESPECIALIDADES, , 9945, ROSPAW, 17439.670, 01/07/2025, 17/02/2022
6557003, 7798118064177, 7798118064177, ROSPOWER36 20MG X 4 CMP, , ESPECIALIDADES, , 9945, ROSPAW, 31503.920, 01/07/2025, 17/02/2022
6557134, 7795381411462, 7795381411462, NIMENRIX LIOF + JER DISX1, , ESPECIALIDADES, , 686, PFIZER S.R.L., 175368.190, 30/06/2025, 23/07/2020
6558001, 7795378005728, 7795378005728, OSTEODYN 1 CAPS, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 10342.160, 29/05/2025, 05/09/2019
6558002, 7795378005933, 7795378005933, OSTEODYN 2 CAPS, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 15097.420, 29/05/2025, 05/09/2019
6558131, 7798016922302, 7798016922302, COLOXIMINA 550 X 10 CMP, , ESPECIALIDADES, , 846, EUROFARMA ARG. S.A., 24832.860, 28/06/2025, 15/07/2021
6558132, 7798016922319, 7798016922319, COLOXIMINA 550 X 30 CMP, , ESPECIALIDADES, , 846, EUROFARMA ARG. S.A., 61804.280, 28/06/2025, 15/07/2021
6559001, 7798050064242, 7798050064242, MOXIDROP SOL OFT X 5 ML, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 37074.100, 15/04/2025, 10/09/2020
6559132, 7795378005940, 7795378005940, T3 5 MONTP X 30 CMP, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 24806.950, 29/05/2025, 16/10/2019
6559841, 8054083025865, 7795316915720, REFRESH FUSION GTS X 10ML, , ESPECIALIDADES, , 1681, ABBVIE (DISPRO), 25026.000, 24/06/2025, 09/03/2020
6561261, 7798113702913, 7798113702913, RODICOX 60 X 28 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 26850.000, 04/06/2025, 08/11/2019
6561262, 7798113702906, 7798113702906, RODICOX 60 X 14 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 13950.000, 18/06/2025, 11/05/2020
6561391, 7798113702920, 7798113702920, RODICOX 90 X 14 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 20950.000, 18/06/2025, 08/11/2019
6561392, 7798113702937, 7798113702937, RODICOX 90 X 28 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 33500.000, 18/06/2025, 08/11/2019
6561393, 7798113702951, 7798113702951, RODICOX 90 X 15 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 20950.000, 18/06/2025, 01/07/2023
6561394, 7798113702968, 7798113702968, RODICOX 90 X 30 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 33700.000, 18/06/2025, 01/07/2023
6561395, 7798113702975, 7798113702975, RODICOX 90 X 10 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 14250.000, 18/06/2025, 27/11/2024
6561421, 7798113702944, 7798113702944, RODICOX 120 X 7 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 10990.000, 18/06/2025, 08/11/2019
6561422, 7798113702982, 7798113702982, RODICOX 120 X 10 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 14650.000, 18/06/2025, 27/11/2024
6561841, 7795328052161, 7795328052161, PSICOTIL 50 X 30 CMP, , PSICOF.LISTA 4, , 63, BETA S.A., 25251.400, 27/06/2025, 12/02/2020
6561971, 7795328052178, 7795328052178, PSICOTIL 100 X 30 CMP, , PSICOF.LISTA 4, , 63, BETA S.A., 39282.640, 27/06/2025, 12/02/2020
6562681, 3664798053203, , DUPIXENT 300 JER PRELL X2, , ESPECIALIDADES, , 1928, SANOFI GEM, 6914961.270, 01/07/2025, 02/04/2020
6562841, 7798081265700, 7798081265700, ACIDO FOLICO HLB 1X30 CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 9747.220, 24/06/2024, 08/11/2021
6562842, 7798081265717, 7798081265717, ACIDO FOLICO HLB 1X60 CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 17707.440, 24/06/2024, 08/11/2021
6562971, 7798081265731, 7798081265731, ACIDO FOLICO HLB 5X30 CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 10559.480, 24/06/2024, 08/11/2021
6562972, 7798081265748, 7798081265748, ACIDO FOLICO HLB 5X60 CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 16243.740, 24/06/2024, 08/11/2021
6563001, 7798081265762, 7798081265762, ACIDO FOLICO HLB 10X30CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 14619.200, 24/06/2024, 09/11/2021
6563002, 7798081265779, 7798081265779, ACIDO FOLICO HLB 10X60CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 25992.580, 24/06/2024, 09/11/2021
6563682, 7798084686137, 7798084686137, VILZER MET 50/500 X 30CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 55202.460, 17/06/2025, 07/02/2020
6563683, 7798084686144, 7798084686144, VILZER MET 50/500 X 60CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 101844.110, 17/06/2025, 27/12/2019
6563712, 7798084686113, 7798084686113, VILZER MET 50/850 X 30CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 57859.260, 17/06/2025, 27/12/2019
6563713, 7798084686120, 7798084686120, VILZER MET 50/850 X 60CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 114832.930, 17/06/2025, 27/12/2019
6563842, 7798084686090, 7798084686090, VILZER MET 50/1000 X30CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 70208.720, 17/06/2025, 27/12/2019
6563843, 7798084686106, 7798084686106, VILZER MET 50/1000 X60CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 117489.730, 17/06/2025, 27/12/2019
6564133, 7795338999326, 7795338999326, DROTAQ HP X 30 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 285824.440, 24/06/2025, 11/02/2021
6564136, 7795338001906, 7795338001906, DROTAQ HP X 60 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 559950.990, 24/06/2025, 20/09/2023
6564551, 7798084686427, 7798084686427, XAROBAN 10 X 10 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 47061.480, 17/06/2025, 07/01/2021
6564554, 7798084686434, 7798084686434, XAROBAN 10 X 30 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 95457.140, 17/06/2025, 07/01/2021
6564682, 7798084686441, 7798084686441, XAROBAN 15 X 15 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 52003.540, 17/06/2025, 07/01/2021
6564684, 7798084686458, 7798084686458, XAROBAN 15 X 30 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 94290.070, 17/06/2025, 07/01/2021
6564712, 7798084686465, 7798084686465, XAROBAN 20 X 15 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 52355.060, 17/06/2025, 07/01/2021
6564714, 7798084686472, 7798084686472, XAROBAN 20 X 30 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 98692.170, 17/06/2025, 07/01/2021
6565261, 7795332022167, 7795332022167, LEVOFLOXACINA FAB X 5 CMP, , ESPECIALIDADES, , 241, FABRA S.R.L., 14816.000, 14/05/2025, 03/12/2021
6565392, 7795338999500, 7795338999500, DEVISAL CB 20000 X 2 C BL, , ESPECIALIDADES, , 54, BALIARDA S.A., 8045.720, 24/06/2025, 28/07/2021
6565395, 7795338999517, 7795338999517, DEVISAL CB 20000 X 5 C BL, , ESPECIALIDADES, , 54, BALIARDA S.A., 14108.610, 24/06/2025, 28/07/2021
6565711, 7798129417153, 7798129417153, AIREAL PLUS 30 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 35241.750, 19/06/2025, 28/04/2022
6565971, 7798311370402, 7798311370402, SERTRANOVA 50 X 30 CMP, , PSICOF.LISTA 4, , 1479, CELNOVA, 25406.750, 09/12/2024, 16/07/2020
6566001, 7798311370419, 7798311370419, SERTRANOVA 100 X 30 CMP, , PSICOF.LISTA 4, , 1479, CELNOVA, 50210.328, 09/12/2024, 16/07/2020
6566261, 7795345121994, 7795345121994, MOTRAX 72 10 CAP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 12386.530, 26/05/2025, 23/08/2019
6566262, 7795345122007, 7795345122007, MOTRAX 72 30 CAP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 29588.830, 26/05/2025, 23/08/2019
6566719, 7798081265489, 7798081264536, CIPROFLOXACINA HLB500X10C, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 4521.980, 22/11/2023, 09/11/2021
6567554, 7795328056480, 7795328056480, SIBLIX 5 X 30 CMP, , PSICOF.LISTA 4, , 63, BETA S.A., 25018.570, 27/06/2025, 14/03/2020
6568972, 7795378005957, 7795378005957, DORCAN 2 X 30 CMP, , PSICOF.LISTA 4, , 536, MONTPELLIER S.A., 14312.260, 29/05/2025, 21/02/2020
6569003, 7795378005964, 7795378005964, DORCAN 3 X 30 CMP, , PSICOF.LISTA 4, , 536, MONTPELLIER S.A., 18767.990, 29/05/2025, 21/02/2020
6569551, 7791909109866, 7791909109866, FACTOR AE UREA X 200 GR, , ESPECIALIDADES, , 106, CASASCO S.A., 34979.290, 26/06/2025, 07/03/2023
6570391, 7795312108867, 7795312108867, SOLIQUA 10-40 LAP 5 X 3ML, , ESPECIALIDADES, , 1928, SANOFI GEM, 513345.070, 01/07/2025, 20/04/2021
6570421, 7795312108881, 7795312108881, SOLIQUA 30-60 LAP 5 X 3ML, , ESPECIALIDADES, , 1928, SANOFI GEM, 513345.070, 01/07/2025, 20/04/2021
6570681, 7796285283391, 7796285283391, FOSFOLEA 3 GR PVO X 1 SOB, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 21177.690, 25/06/2025, 22/10/2020
6570711, 7796285283360, 7796285283360, CARPLEX 1.5 X 30 CAP, , PSICOF.LISTA 4, , 201, ELEA-PHOENIX, 63941.520, 25/06/2025, 02/04/2020
6570841, 7796285283377, 7796285283377, CARPLEX 3 X 30 CAP, , PSICOF.LISTA 4, , 201, ELEA-PHOENIX, 98794.980, 25/06/2025, 02/04/2020
6571001, 7796285283384, 7796285283384, CARPLEX 6 X 30 CAP, , PSICOF.LISTA 4, , 201, ELEA-PHOENIX, 127457.570, 25/06/2025, 02/04/2020
6571841, 7798337900157, 7798337900157, REPATHA 140 X 2 AUTOY PRE, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 925595.500, 17/06/2025, 22/10/2021
6572131, 7798074620653, 7798074620653, OTIKIT L GTS 5 ML, , ESPECIALIDADES, , 508, MAR LAB., 5480.000, 17/06/2025, 25/04/2020
6572261, 7795320052145, 7795320052145, KYLEENA INTRAUTERINO X 1, , ESPECIALIDADES, , 302, BAYER PHARMACEUTICALS FEM, 623092.780, 01/07/2025, 18/06/2021
6573001, 7796285283247, 7796285283247, SLINDA 24+4 X 28 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 29721.430, 25/06/2025, 27/01/2020
6574688, 7798081265625, 7798081265625, NAZEPAMCLO HLB 0.5 X60CMP, , PSICOF.LISTA 4, , 330, HLB PHARMA GROUP S.A., 12994.660, 24/06/2024, 09/11/2021
6574689, 7798081265151, 7798081265151, NAZEPAMCLO HLB 0.5 X30CMP, , PSICOF.LISTA 4, , 330, HLB PHARMA GROUP S.A., 7960.230, 24/06/2024, 12/11/2021
6574718, 7798081265649, 7798081265182, NAZEPAMCLO HLB 1 X 60 CMP, , PSICOF.LISTA 4, , 330, HLB PHARMA GROUP S.A., 14945.730, 24/06/2024, 09/11/2021
6575134, 7795345123554, 7795345123554, DOSULFIN SUSP X 100 ML, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 11404.850, 26/05/2025, 13/02/2020
6575842, 9317109700030, 9317109700030, AFLURIA QUAD JUNIOR, , ESPECIALIDADES, , 1926, SEQIRUS, 40927.000, 17/02/2025, 04/11/2020
6575843, 7798345890075, 7798345890075, AFLURIA QUAD VAC A/GRIP, , ESPECIALIDADES, , 1926, SEQIRUS, 51158.590, 08/04/2025, 06/04/2023
6575844, 7798345890068, 7798345890068, AFLURIA QUAD VAC A/GRIX10, , ESPECIALIDADES, , 1926, SEQIRUS, 511585.875, 17/02/2025, 10/05/2024
6575971, 7798129416446, 7798129416446, ALIDIAL 10 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 7778.070, 19/06/2025, 01/04/2020
6575972, 7798129416453, 7798129416453, ALIDIAL 30 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 15164.550, 19/06/2025, 01/04/2020
6576002, 7798129416484, 7798129416484, ALIDIAL GTS 20 ML, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 8055.230, 19/06/2025, 01/04/2020
6576262, 7795345123639, 7795345123639, PLENAIR PLUS 30 CMP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 28975.050, 26/05/2025, 21/10/2022
6576391, 7796285284411, 7796285284411, ZATIUM 50 X 30 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 45176.130, 25/06/2025, 12/11/2020
6576392, 7796285284428, 7796285284428, ZATIUM 50 X 60 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 86245.720, 25/06/2025, 12/11/2020
6576841, 7798084686212, 7798084686212, ULTRAGESIC GTS 100 X 10ML, , ESPECIALIDADES, INHAB.PERSONAL, 537, MONTE VERDE S.A., 17133.330, 17/06/2025, 26/03/2021
6576842, 7798084686229, 7798084686229, ULTRAGESIC GTS 100 X 20ML, , ESPECIALIDADES, INHAB.PERSONAL, 537, MONTE VERDE S.A., 25959.950, 17/06/2025, 26/03/2021
6577261, 7798084686236, 7798084686236, FEMALVI 28 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 26964.200, 17/06/2025, 25/09/2020
6577392, 7798021299482, 7798021299482, DAYGRIP PLUS 10 CMP, , ESPECIALIDADES, , 9971, LAFEDAR, 5657.360, 20/06/2025, 05/01/2024
6577421, 7798311370556, 7798311370556, ESCITANOVA 10 X 28 CMP, , PSICOF.LISTA 4, , 1479, CELNOVA, 35278.820, 09/12/2024, 18/01/2021
6577551, 7798311370563, 7798311370563, ESCITANOVA 20 X 28 CMP, , PSICOF.LISTA 4, , 1479, CELNOVA, 66487.172, 09/12/2024, 18/01/2021
6577683, 7798084686175, 7798084686175, LURAZIC 20 X 30 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 69156.670, 17/06/2025, 23/07/2020
6577713, 7798084686182, 7798084686182, LURAZIC 40 X 30 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 92195.740, 17/06/2025, 23/07/2020
6577843, 7798084686199, 7798084686199, LURAZIC 60 X 30 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 101421.810, 17/06/2025, 23/07/2020
6577973, 7798084686205, 7798084686205, LURAZIC 80 X 30 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 118627.080, 17/06/2025, 23/07/2020
6579391, 7791909119476, 7791909119476, SACTAN 40 X 28 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 62238.170, 26/06/2025, 09/04/2021
6579421, 7791909119483, 7791909119483, SACTAN 80 X 28 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 87928.100, 26/06/2025, 09/04/2021
6582391, 7796285283452, 7796285283452, TICAZAN 90 X 30 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 69111.660, 25/06/2025, 13/10/2020
6582392, 7796285283445, 7796285283445, TICAZAN 90 X 60 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 150939.750, 25/06/2025, 13/10/2020
6582422, 7795345123134, 7795345123134, BRONAX FLEX CB X 20 CAP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 23437.750, 26/05/2025, 04/08/2022
6582424, 7795345123127, 7795345123127, BRONAX FLEX CB X 10 CAP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 11955.550, 26/05/2025, 04/08/2022
6582711, 7796285284435, 7796285284435, ZATIUM MET 50/500 X 30 C, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 54628.920, 25/06/2025, 13/01/2021
