Troquel, Codigo de barras, Codigo de barras 2, Descripcion, Descripcion extendida, Rubro, SubRubro, Cod.Labo, Laboratorio, Costo s/IVA, Publico, Vigencia, Fecha Alta
8006060, 7798128674625, 7798128674625, VEND DEPO PTM 7CMX3MTX1U, VENDA DEPORTIVA PATYMED 7CM X 3MT X 1UNIDAD, COSMIATRIA, PROD.MEDICO ACC, 1620, PANTYMED S.A., 1847.660, 0.000, 12/03/2025, 03/04/2024
8006061, 7794207085580, 7794207085580, VITAMIDERMUS CBD SERUM 20, VITAMIDERMUS CBD SERUM REPARADOR FACIAL X 20 ML, COSMIATRIA, CUIDADOS CORPOR, 591, OFAR SOC. ANONIMA, 9219.720, 16176.000, 02/07/2025, 12/08/2024
8006062, 7790550019050, 7790550019050, CABRALES CAPS BRASIL X 10, CABRALES CAPSULAS NESPRESSO BRASIL X 10U, ALIMENTOS, ALIM. VARIOS, 1391, CABRALES, 8098.050, 0.000, 07/04/2025, 13/08/2024
8006063, 7790550019074, 7790550019074, LPC CAPS SUAVE X 8, LA PLANTA DE CAFE CAPSULAS SUAVE X 8U, ALIMENTOS, ALIM. VARIOS, 1391, CABRALES, 4793.150, 0.000, 07/04/2025, 13/08/2024
8006064, 7790550042102, 7790550042102, BIG BEN TE HIERBAS SAQ 25, BIG BEN TE MEZCLA DE HIERBAS SAQUITOS X 25U, ALIMENTOS, ALIM. VARIOS, 1391, CABRALES, 2085.650, 0.000, 05/03/2025, 13/08/2024
8006065, 7790550005619, 7790550005619, LIV ENDUL CLASIC SOB X 50, LIV ENDULZANTE EDULCORANTE CLASICO X 50 SOBRES, ALIMENTOS, ALIM. VARIOS, 1391, CABRALES, 1118.280, 0.000, 05/03/2025, 13/08/2024
8006066, 7790550005671, 7790550005671, LIV ENDUL CLASIC LIQ X200, LIV ENDULZANTE EDULCORANTE CLASICO LIQUIDO X 200ML, ALIMENTOS, ALIM. VARIOS, 1391, CABRALES, 1510.400, 0.000, 05/03/2025, 13/08/2024
8006067, 7790550005794, 7790550005794, LIV ENDUL STEVIA LIQ X200, LIV ENDULZANTE STEVIA LIQUIDO X 200 ML, ALIMENTOS, ALIM. VARIOS, 1391, CABRALES, 3557.130, 0.000, 05/03/2025, 13/08/2024
8006068, 7790550005770, 7790550005770, LIV ENDUL SUCRA SOB X 100, LIV ENDULZANTE SUCRALOSA SOBRES X 100 U, ALIMENTOS, ALIM. VARIOS, 1391, CABRALES, 2108.280, 0.000, 05/03/2025, 13/08/2024
8006069, 7798026677940, 7798026677940, CREATINA MICRONIZADA 180G, CREATINA MICRONIZADA 180 GRAMOS, COSMIATRIA, SUPLEM.DIETARIO, 494, LAFARMEN S.A., 11399.260, 20000.000, 31/12/2024, 13/08/2024
8006070, 7798026677957, 7798026677957, CREATINA MICRONIZADA 500G, CREATINA MICRONIZADA 500 GRAMOS, COSMIATRIA, SUPLEM.DIETARIO, 494, LAFARMEN S.A., 22228.560, 39000.000, 31/12/2024, 13/08/2024
8006071, 7798082304200, 7798082304200, LENOX ESFE REHAB DEN BAJA, LENOX ESFERA P/REHABILITACION DENSIDAD BAJA VERDE, COSMIATRIA, PROD.MEDICO ACC, 1156, DR.LENOX S.A., 10608.450, 0.000, 03/04/2025, 14/08/2024
8006072, 7798051854934, 7798051854934, DERMOTRAT SHAMPOO 250 ML, DERMOTRAT SHAMPOO X 250 ML, COSMIATRIA, SHAMPOO/DUO, 1612, PANALAB S.A.ARGENTINA, 18235.800, 31994.710, 11/06/2025, 14/08/2024
8006073, 7798051854163, 7798051854163, PROAVENAL CALM EMU X 50G, PROAVENAL CALM EMULSION X 50 GR, COSMIATRIA, CUIDADOS CORPOR, 1612, PANALAB S.A.ARGENTINA, 11238.630, 19718.170, 11/06/2025, 14/08/2024
8006074, 7790580138004, 7790580138004, RAPTOR WHEY PROT CHO 1008, RAPTOR WHEY PROTEIN CHOCOLATE X 1008 G, COSMIATRIA, SUPLEM.DIETARIO, 1456, BAGO (O.T.C.), 30135.010, 52871.880, 18/06/2025, 14/08/2024
8006075, 7795337990058, 7795337990058, TOT MAG + 50 X 30 CMP, TOTAL MAGNESIANO +50 X 30 C, COSMIATRIA, SUPLEM.DIETARIO, 792, TEMIS LOSTALO S.A., 9410.360, 16510.481, 24/06/2025, 14/08/2024
8006076, 0652217909753, 0652217909753, NEBU MAVE MESH ULTRA S 1N, NEBULIZADOR MAVERICK MESH1-N ULTRASONICO MOD M102, COSMIATRIA, PROD.MEDICO ACC, 1965, SYEMED S.R.L., 62354.600, 0.000, 05/11/2024, 15/08/2024
8006077, 652217982985, 652217982985, AEROCAM MAVE C/MASC ADULT, AEROCAMARA MAVERICK CON MASCARA ADULTO MOD A, COSMIATRIA, PROD.MEDICO ACC, 1965, SYEMED S.R.L., 8884.520, 0.000, 07/07/2025, 15/08/2024
8006078, 652217288261, 652217288261, AEROCAM MAVE C/MASC PEDIA, AEROCAMARA MAVERICK CON MASCARA PEDIATRICO MOD K, COSMIATRIA, PROD.MEDICO ACC, 1965, SYEMED S.R.L., 8884.520, 0.000, 07/07/2025, 15/08/2024
8006079, 7798171947028, 7798171947028, MAXX GEL LUBRIC DUO 60 GR, MAXX GELES LUBRICANTES DUO PARA PAREJA X 60GR, COSMIATRIA, GEL INTIMO, 64, BUHL S.A., 5016.050, 0.000, 05/12/2024, 15/08/2024
8006080, 7790580142049, 7790580142049, RAPTOR PLANT PROT V/C900G, RAPTOR PLANT PROTEIN VAINILLA-CARAMELO X 900 G, COSMIATRIA, SUPLEM.DIETARIO, 1456, BAGO (O.T.C.), 30135.010, 52871.880, 18/06/2025, 15/08/2024
8006081, 7897930775800, 7897930775800, CETAPHIL PRO AD LIMP 295, CETAPHIL PRO AD RESTORADERM LIMPIADOR CORP 295ML, COSMIATRIA, CUIDADOS CORPOR, 297, GALDERMA  ARGENTINA, 20341.690, 35689.500, 01/04/2025, 15/08/2024
8006082, 7897930777705, 7897930777705, CETAPHIL LOC LIMP P/S 120, CETAPHIL LOCION LIMPIADORA PIELES SENSIBLES 120ML, COSMIATRIA, CUIDADOS CORPOR, 297, GALDERMA  ARGENTINA, 7691.420, 13494.600, 01/07/2025, 15/08/2024
8006083, 7793742004773, 7793742004773, DERMAGLOS SOL F50 NN 250, DERMAGLOS SOLAR F50 NINOS CON GATILLO X 250 ML, COSMIATRIA, PROTEC SOLAR, 96, ANDROMACO LAB. S.A.C. ACC, 16068.490, 29290.551, 10/10/2024, 16/08/2024
8006085, 7790550018756, 7790550018756, CABRALES CAPS DG CORTA 12, CABRALES CAPSULAS DOLCE GUSTO CORTADO X 12 U, ALIMENTOS, ALIM. VARIOS, 1391, CABRALES, 12230.830, 0.000, 07/04/2025, 16/08/2024
8006086, 7790550018718, 7790550018718, CABRALES CAPS DG ESPRE 12, CABRALES CAPSULAS DOLCE GUSTO ESPRESSO X 12 U, ALIMENTOS, ALIM. VARIOS, 1391, CABRALES, 12230.830, 0.000, 07/04/2025, 16/08/2024
8006087, 7790550029455, 7790550029455, LPC CAFE INST SUAVE 170 G, LA PLANTA DE CAFE INSTANTANEO SUAVE CABRALES 170GR, ALIMENTOS, ALIM. VARIOS, 1391, CABRALES, 7838.380, 0.000, 07/04/2025, 16/08/2024
8006088, 7790550022234, 7790550022234, CABRALES CAFE SUPER X 250, CABRALES CAFE TOSTADO MOLIDO SUPER X 250 GR, ALIMENTOS, ALIM. VARIOS, 1391, CABRALES, 8696.280, 0.000, 07/04/2025, 16/08/2024
8006089, 7790550018978, 7790550018978, CABRALES CAPS COLOMBIAX10, CABRALES CAPSULAS NESPRESSO CAFE COLOMBIA X 10 U, ALIMENTOS, ALIM. VARIOS, 1391, CABRALES, 8098.050, 0.000, 07/04/2025, 16/08/2024
8006090, 310119056738, 310119056738, BOSTON SIMPLUS SOL LIM120, BOSTON SIMPLUS SOLUCION MULTIPROPOSITO LIMP. 120ML, COSMIATRIA, OPTICA Y CTACTO, 354, LOS CATALANES SRL, 11558.100, 17140.000, 29/05/2025, 19/08/2024
8006094, 0310119033289, 310119033289, RENU FRESH SOLU X 500 ML, RENU FRESH SOLUCION MULTIPROPOSITO LIMP X 500 ML, COSMIATRIA, OPTICA Y CTACTO, 354, LOS CATALANES SRL, 10351.730, 18535.000, 29/05/2025, 19/08/2024
8006095, 7795326021268, 7795326021268, NEURO ARMONIL X 30 CMP, NEURO ARMONIL X 30 CMP, COSMIATRIA, SUPLEM.DIETARIO, 24, IVAX ARG.(DISPROF.), 10878.220, 19085.830, 18/06/2025, 21/08/2024
8006096, 7790274988434, 7790274988434, BICARB SODIO PARA POTE500, BICARBONATO DE SODIO PARAFARM POTE X 500 GRS., COSMIATRIA, FARMACOPEA, 745, SAPORITI S.A., 3280.510, 0.000, 18/06/2025, 21/08/2024
8006097, 8429420253278, 8429420253278, ISDIN FOTO F30 G/CR 250ML, ISDIN FOTOPROTECTOR GEL CREAM WET SKIN F30 X250ML, COSMIATRIA, PROTEC SOLAR, 381, ISDIN ARG. S.A., 35172.000, 61709.270, 09/06/2025, 22/08/2024
8006098, 8429420160668, 8429420160668, ISDIN FOTO F50 U/AUC 50ML, ISDIN FOTOULTRA 100 F50 ACTIVE UNIFY COLOR X 50ML, COSMIATRIA, PROTEC SOLAR, 381, ISDIN ARG. S.A., 38363.000, 67307.880, 09/06/2025, 22/08/2024
8006099, 3701129807385, 3701129807385, PHOTODERM AFLU F50+INV 40, PHOTODERM AQUAFLUIDE FPS50+ X 40ML T.INVISIBLE, COSMIATRIA, PROTEC SOLAR, 1086, BIODERMA, 32962.340, 57832.450, 20/05/2025, 23/08/2024
8006100, 7795513171714, , FOLEY LATEX 14 AURINC 2VI, SILICONADA 2 VIAS, COSMIATRIA, PROD.MEDICO ACC, 482, LISTEN S.A., 1335.460, 0.000, 22/05/2025, 21/08/2019
8006101, 7795513171745, , FOLEY LATEX 16 AURINC 2VI, , COSMIATRIA, PROD.MEDICO ACC, 482, LISTEN S.A., 1335.460, 0.000, 22/05/2025, 21/08/2019
8006102, 7795513171776, , FOLEY LATEX 18 AURINC 2VI, , COSMIATRIA, PROD.MEDICO ACC, 482, LISTEN S.A., 1335.460, 0.000, 22/05/2025, 21/08/2019
8006103, 7795513171806, , FOLEY LATEX 20 AURINC 2VI, , COSMIATRIA, PROD.MEDICO ACC, 482, LISTEN S.A., 1335.460, 0.000, 22/05/2025, 21/08/2019
8006111, 7791914553460, 7791914553460, CIN ADH CORO ALG1.25X4X24, CINTA ADH CORONET ALGODON(CARRETE) 1.25CMX4MTX24UN, COSMIATRIA, PROD.MEDICO ACC, 1746, SEISEME S.A., 11900.250, 0.000, 21/12/2023, 15/06/2022
8006112, 7791914553477, 7791914553477, CIN ADH CORO ALG 2.5X4X12, CINTA ADH CORONET ALGODON(CARRETE) 2.5CMX4MTX12UN, COSMIATRIA, PROD.MEDICO ACC, 1746, SEISEME S.A., 9643.950, 0.000, 21/12/2023, 15/06/2022
8006113, 7791914553484, 7791914553484, CIN ADH CORO ALG 5X4X6, CINTA ADH CORONET ALGODON (CARRETE) 5CM X4MT X6UNI, COSMIATRIA, PROD.MEDICO ACC, 1746, SEISEME S.A., 9592.040, 0.000, 21/12/2023, 15/06/2022
8006114, 7791914553507, 7791914553507, CIN ADH CORO ALG 2.5X9X12, AINTA ADH CORONET ALGODON(OXIDO ZINC)2.5CMX9MTX12U, COSMIATRIA, PROD.MEDICO ACC, 1746, SEISEME S.A., 12531.350, 0.000, 21/12/2023, 15/06/2022
8006115, 7791914553514, 7791914553514, CIN ADH CORO ALG 5X9X6, CINTA ADH CORONET ALGODON(OXIDO ZINC) 5CM X9M X6UN, COSMIATRIA, PROD.MEDICO ACC, 1746, SEISEME S.A., 12553.840, 0.000, 21/12/2023, 15/06/2022
8006116, 7791914553521, 7791914553521, CIN ADH CORO ALG 10X9X6, CINTA ADH CORONET ALGODON (OXIDO ZINC) 10CMX9MX6U, COSMIATRIA, PROD.MEDICO ACC, 1746, SEISEME S.A., 25107.811, 0.000, 21/12/2023, 15/06/2022
8006117, 3701129807392, 3701129807392, PHOTODERM AFLU F50+CLA 40, PHOTODERM AQUAFLUIDE FPS50+ X 40 ML T. CLARO, COSMIATRIA, PROTEC SOLAR, 1086, BIODERMA, 32962.340, 57832.450, 20/05/2025, 23/08/2024
8006118, 3701129807408, 3701129807408, PHOTODERM AFLU F50+GOL 40, PHOTODERM AQUAFLUIDE FPS50+ X 40 ML T. GOLDEN, COSMIATRIA, PROTEC SOLAR, 1086, BIODERMA, 32962.340, 57832.450, 20/05/2025, 23/08/2024
8006119, 3701129803523, 3701129803523, PHOTODERM CR F50+INV X 40, PHOTODERM CREME FPS50+ X 40 ML INVISIBLE, COSMIATRIA, PROTEC SOLAR, 1086, BIODERMA, 32156.160, 56417.990, 20/05/2025, 23/08/2024
8006120, 3701129803516, 3701129803516, PHOTODERM CR F50+CLA X 40, PHOTODERM CREME FPS50+ X 40 ML CLARO, COSMIATRIA, PROTEC SOLAR, 1086, BIODERMA, 32962.340, 57832.430, 20/05/2025, 23/08/2024
8006121, 3701129803455, 3701129803455, PHOTODERM NUDE F50+ VL 40, PHOTODERM NUDE TOUCH FPS50+ X 40ML VERY LIGHT, COSMIATRIA, PROTEC SOLAR, 1086, BIODERMA, 36675.240, 64346.700, 20/05/2025, 23/08/2024
8006122, 3701129803448, 3701129803448, PHOTODERM NUDE F50+ LI 40, PHOTODERM NUDE TOUCH FPS50+ X 40 ML LIGHT, COSMIATRIA, PROTEC SOLAR, 1086, BIODERMA, 36675.240, 64346.700, 20/05/2025, 23/08/2024
8006123, 3701129803462, 3701129803462, PHOTODERM NUDE F50+ GO 40, PHOTODERM NUDE TOUCH FPS50+ X 40 ML GOLDEN, COSMIATRIA, PROTEC SOLAR, 1086, BIODERMA, 36675.240, 64346.700, 20/05/2025, 23/08/2024
8006124, 7798051854927, 7798051854927, DETENAGE N SERUM FAC 30ML, DETENAGE N SERUM FACIAL X 30 ML, COSMIATRIA, TRAT.FACIA/CORP, 1612, PANALAB S.A.ARGENTINA, 24408.380, 42824.510, 11/06/2025, 26/08/2024
8006125, 7798051854873, 7798051854873, PANADERM FACE F50 T/M 50G, PANADERM FACE F50 TONO MEDIO 50G, COSMIATRIA, PROTEC SOLAR, 1612, PANALAB S.A.ARGENTINA, 18668.350, 32753.610, 11/06/2025, 26/08/2024
8006126, 7798051854897, 7798051854897, PANADERM FACIAL F50 X 50G, PANADERM FACIAL F50 X 50 G, COSMIATRIA, PROTEC SOLAR, 1612, PANALAB S.A.ARGENTINA, 18668.350, 32753.610, 11/06/2025, 26/08/2024
8006127, 8429420282865, 8429420282865, ISDIN FOTOP FU WA M/G F30, ISDIN FOTOPROTECTOR FUSIONWATER MAGICGLOW F30X50, COSMIATRIA, PROTEC SOLAR, 381, ISDIN ARG. S.A., 34181.000, 59970.560, 09/06/2025, 26/08/2024
8006128, 8429420246881, 8429420246881, ISDIN FOTOULT 100 SPC F50, ISDIN FOTOULTRA 100 SPORT PREVENT COLOR F50 X50ML, COSMIATRIA, PROTEC SOLAR, 381, ISDIN ARG. S.A., 38404.000, 67379.810, 09/06/2025, 26/08/2024
8006129, 7798181641732, 7798181641732, SANCOR 1 BB ADV 200ML X12, SANCOR 1 BEBE ADV 200 ML PACK X 12 UNIDADES, ALIMENTOS, LECHES, 1589, ETHICAL NUTRITION S.A, 11285.200, 19800.000, 01/04/2025, 29/08/2024
8006130, 7798181641756, 7798181641756, SANCOR 2 BB ADV 200ML X12, SANCOR 2 BEBE ADV 200 ML PACK X 12 UNIDADES, ALIMENTOS, LECHES, 1589, ETHICAL NUTRITION S.A, 11285.200, 19800.000, 01/04/2025, 29/08/2024
8006131, 7798181641770, 7798181641770, SANCOR 3 BB ADV 200ML X12, SANCOR 3 BEBE ADV 200 ML PACK X 12 UNIDADES, ALIMENTOS, LECHES, 1589, ETHICAL NUTRITION S.A, 11285.200, 19800.000, 01/04/2025, 29/08/2024
8006132, 7798161677638, 7798161677638, AGUJ JJMD 16X5 (25GX5/8), AGUJAS JJMD HIPODERMICAS 16/5 (25GX5/8)X 100 UNI, COSMIATRIA, PROD.MEDICO ACC, 1789, EURO SWISS S.A., 1046.560, 0.000, 29/08/2024, 02/12/2024
8006133, 7798161677737, 7798161677737, AGUJ JJMD 40X8 (21GX1 1/2, AGUJA JJMD 40X8 21G X 1 1/2 HIPODERMICAS, COSMIATRIA, PROD.MEDICO ACC, 1789, EURO SWISS S.A., 1067.960, 0.000, 29/08/2024, 16/12/2024
8006134, 7798161677676, 7798161677676, AGUJ JJMD 25X8 (21G X 1), AGUJA JJMD HIPODERMICAS 25X8 (21G X 1)X 100 UNI, COSMIATRIA, PROD.MEDICO ACC, 1789, EURO SWISS S.A., 1067.960, 0.000, 29/08/2024, 16/12/2024
8006135, 7798420160192, 7798420160192, SUEROX FRUTOS/FRUT 630 ML, SUEROX BEBIDA SABOR FRUTOS ROJOS/FRUTILLA X 630 ML, COSMIATRIA, ALIMENTOS, 387, GENOMMA, 2212.720, 3965.480, 06/06/2025, 03/09/2024
8006136, 7798122341769, 7798122341769, FORCAL URO X 30 CAPS, FORCAL URO X 30 CAPS, COSMIATRIA, SUPLEM.DIETARIO, 262, EUROLAB S.R.L.(DISPRO), 18210.320, 31950.000, 23/06/2025, 03/09/2024
8006138, 7791519704413, 7791519704413, PRIME GEL TOUCH CO/VAI200, PRIME GEL TOUCH COCO VAINILLA X 200 ML, COSMIATRIA, GEL INTIMO, 64, BUHL S.A., 7778.660, 0.000, 05/12/2024, 04/09/2024
8006139, 7798181641671, 7798181641671, SANCOR 1 BEBE ADV PVO 15G, SANCOR 1 BEBE ADV POLVO 15 GR - 60 STICKS, ALIMENTOS, LECHES, 1589, ETHICAL NUTRITION S.A, 23539.240, 41299.670, 01/04/2025, 06/09/2024
8006140, 7798181641688, 7798181641688, SANCOR 2 BEBE ADV PVO 15G, SANCOR 2 BEBE ADV POLVO 15 GR - 60 STICKS, ALIMENTOS, LECHES, 1589, ETHICAL NUTRITION S.A, 22374.830, 39256.680, 01/04/2025, 06/09/2024
8006141, 7798122341790, 7798122341790, VIASEK MENOCARE X 32 CAPS, VIASEK MENOCARE X 32 CAPSULAS ORALES, COSMIATRIA, SUPLEM.DIETARIO, 262, EUROLAB S.R.L.(DISPRO), 13342.830, 23410.000, 23/06/2025, 06/09/2024
8006142, 7798122341806, 7798122341806, VIASEK GEL VAGI AIRLESS25, VIASEK GEL VAGI AIRLESS 25 ML, COSMIATRIA, SUPLEM.DIETARIO, 262, EUROLAB S.R.L.(DISPRO), 4075.240, 7150.000, 23/06/2025, 06/09/2024
8006143, 7798193951782, 7798193951782, ARTROSTOP CALA S/AZU 25SO, ARTROSTOP CALAMBRE SIN AZUCAR X 25 SOB X 4 GR, COSMIATRIA, SUPLEM.DIETARIO, 547, AMINEL S.A., 21375.000, 37500.000, 10/09/2024, 10/09/2024
8006144, 7798122341745, 7798122341745, VIASEK LUBRIGEL X 25 ML, VIASEK LUBRIGEL FCO AIRLESS X 25 ML+, COSMIATRIA, GEL INTIMO, 262, EUROLAB S.R.L.(DISPRO), 4308.920, 7560.000, 23/06/2025, 10/09/2024
8006145, 0652217530742, 0652217530742, YUWELL GLUCO GL-1 MOD 582, YUWELL GLUCOMETRO GL-1 MODELO 582, COSMIATRIA, PROD. IN VITRO, 1055, SYEMED DIABETES, 42180.000, 74000.000, 11/09/2024, 11/09/2024
8006146, 0652217333374, 0652217333374, YUWELL ACT GLUC GL-TR 50T, YUWELL TIRAS REACTIVAS GLUCO GL-TR 50T MODELO Y330, COSMIATRIA, PROD. IN VITRO, 1055, SYEMED DIABETES, 54150.000, 95000.000, 11/09/2024, 11/09/2024
8006147, 7791914008956, 7791914008956, GUIA SUERO CORO TIP V14, GUIA SUERO CORONET MACROGOTERO TIPO V14 SIN AGUJA, COSMIATRIA, PROD.MEDICO ACC, 1746, SEISEME S.A., 281.780, 0.000, 13/09/2024, 12/09/2024
8006148, 7791914008963, 7791914008963, GUIA SUERO CORO TIP V17, GUIA SUERO CORONET MICROGOTERO TIPO V17 S/AGUJA, COSMIATRIA, PROD.MEDICO ACC, 1746, SEISEME S.A., 311.260, 0.000, 13/09/2024, 12/09/2024
8006149, 073796714420, 073796714420, TENSIO DIGI AUT7144 OMRON, TENSIOMETRO DIGITAL AUTOMATICO DE BRAZO MOD 7144, COSMIATRIA, PROD.MEDICO ACC, 899, LABORATORIO ALVEAR S.A., 71856.560, 0.000, 10/01/2025, 16/09/2024
8006150, 4015672111837, 4015672111837, TENSIO DIGI AUT7154 OMRON, TENSIOMETRO DIGITAL AUTOMATICO DE BRAZO MOD 7154, COSMIATRIA, PROD.MEDICO ACC, 899, LABORATORIO ALVEAR S.A., 77932.980, 0.000, 10/01/2025, 16/09/2024
8006152, 7798122341783, 7798122341783, VIASEK MENOCARE X 100 ML, VIASEK MENOCARE GEL X 100 ML, COSMIATRIA, GEL INTIMO, 262, EUROLAB S.R.L.(DISPRO), 13636.360, 23925.000, 23/06/2025, 19/09/2024
8006153, 7790375270322, 7790375270322, BAGOVIT SOL FAC F45 C/C50, BAGOVIT SOLAR CREMA FACIAL F45 CON COLOR X 50 G, COSMIATRIA, PROTEC SOLAR, 1456, BAGO (O.T.C.), 13581.050, 23827.859, 15/04/2025, 19/09/2024
8006154, 7798095330791, 7798095330791, VANSAME SOLAR EF F50 X45G, VANSAME SOLAR EMULSION FLUIDA F50 X 45 G, COSMIATRIA, PROTEC SOLAR, 861, VALUGE S.A., 19667.090, 34505.910, 01/07/2025, 19/09/2024
8006155, 7798095330807, 7798095330807, VANSAME SOL C/C F50 X 45G, VANSAME SOLAR CON COLOR F50 EMULSION FLUIDA X 45G, COSMIATRIA, PROTEC SOLAR, 861, VALUGE S.A., 19972.480, 35041.710, 01/07/2025, 24/09/2024
8006156, 7796285297084, 7796285297084, EVAGINA TRADEPACK LINEA, EVAGINA TRADEPACK LINEA, COSMIATRIA, CUIDADOS CORPOR, 1050, ELEA O.T.C, 47002.720, 82466.260, 25/06/2025, 25/09/2024
8006157, 7794207085238, 7794207085238, MIDERMUS SOL F50 O/C X60G, MIDERMUS SOLAR FACIAL F50 OIL CONTROL X 60 G, COSMIATRIA, PROTEC SOLAR, 591, OFAR SOC. ANONIMA, 9731.540, 17074.000, 07/05/2025, 26/09/2024
8006158, 7791984001512, 7791984001512, 102 MAGNESIO X 30 CMP, 102 MAGNESIO X 30 COMPRIMIDOS, COSMIATRIA, SUPLEM.DIETARIO, 527, MILLET S.A.C.I., 7929.710, 13912.680, 04/07/2025, 27/09/2024
8006159, 7791984001529, 7791984001529, 102 MAGNESIO GUMMIES X 90, 102 MAGNESIO GUMMIES X 90 GOMITAS, COSMIATRIA, SUPLEM.DIETARIO, 527, MILLET S.A.C.I., 9849.170, 17280.370, 04/07/2025, 27/09/2024
8006160, 7793742005510, 7793742005510, AVENO SOL FAC F50 X 50G, AVENO SOLAR F50 PROTECTOR FACIAL X 50 G, COSMIATRIA, PROTEC SOLAR, 96, ANDROMACO LAB. S.A.C. ACC, 16520.221, 30114.000, 10/10/2024, 27/09/2024
8006161, 7793742005503, 7793742005503, AVENO SOL CORP F50 X 175, AVENO SOLAR PROTECTOR CORPORAL F50 X 175 ML, COSMIATRIA, PROTEC SOLAR, 96, ANDROMACO LAB. S.A.C. ACC, 17161.020, 31282.080, 10/10/2024, 27/09/2024
8006162, 7798008296855, 7798008296855, VITAWAY VINAGRE SID MAN30, VITAWAY VINAGRE DE SIDRA DE MANZANA X 30 CAP, COSMIATRIA, SUPLEM.DIETARIO, 1929, PHARMAMERICAN S.R.L., 6006.000, 10535.000, 14/04/2025, 27/09/2024
8006163, 7798008296848, 7798008296848, VITAWAY MELENA LEON X 30C, VITAWAY MELENA DE LEON X 30 CAP, COSMIATRIA, SUPLEM.DIETARIO, 1929, PHARMAMERICAN S.R.L., 9975.000, 17496.000, 18/10/2024, 27/09/2024
8006164, 7798008296831, 7798008296831, VITAWAY MINERA QUELAT X30, VITAWAY MINERALES QUELATADOS X 30 CAP, COSMIATRIA, SUPLEM.DIETARIO, 1929, PHARMAMERICAN S.R.L., 10778.000, 18905.000, 14/04/2025, 27/09/2024
8006165, 8429420281103, 8429420281103, ISDINCEUTICS HYA EYES 15G, ISDINCEUTICS HYALURONIC EYES 15G, COSMIATRIA, TRAT.FACIA/CORP, 381, ISDIN ARG. S.A., 53858.000, 94493.860, 09/06/2025, 30/09/2024
8006166, 8429420243385, 8429420243385, ISDINCEUTICS SALIC RE30ML, ISDINCEUTICS SALICYLIC RENEWAL SERUM X 30 ML, COSMIATRIA, TRAT.FACIA/CORP, 381, ISDIN ARG. S.A., 63362.000, 111168.620, 09/06/2025, 30/09/2024
8006167, 8429420296428, 8429420296428, PACK ACNIBEN BOD+CLEANSER, PACK ACNIBEN BODY + CLEANSER, COSMIATRIA, TRAT.FACIA/CORP, 381, ISDIN ARG. S.A., 32574.000, 57151.080, 09/06/2025, 30/09/2024
8006168, 8429420296435, 8429420296435, PACK ACNIBEN NIGHT+LIMPIA, PACK ACNIBEN NIGHT + ACNIBEN GEL LIMPIADOR, COSMIATRIA, TRAT.FACIA/CORP, 381, ISDIN ARG. S.A., 59056.000, 103613.750, 09/06/2025, 30/09/2024
8006169, 7798051855092, 7798051855092, CARTREXAN GLUCO X 30 STIC, CARTREXAN GLUCO X 30 STICK, COSMIATRIA, SUPLEM.DIETARIO, 1612, PANALAB S.A.ARGENTINA, 34085.270, 59802.602, 11/06/2025, 03/10/2024
8006170, 7796285295561, 7796285295561, CALADRYL CORP P/SEN X 200, CALADRYL CORPORAL PIEL SENSIBLE X 200 ML, COSMIATRIA, CUIDADOS CORPOR, 1050, ELEA O.T.C, 5697.570, 9996.390, 25/06/2025, 03/10/2024
8006171, 7796285295608, 7796285295608, CALADRYL CORP P/DESH X200, CALADRYL CORPORAL PIELES DESHIDRATADAS X 200 ML, COSMIATRIA, CUIDADOS CORPOR, 1050, ELEA O.T.C, 5697.570, 9996.390, 25/06/2025, 03/10/2024
8006172, 7797811997225, 7797811997225, PROTEC LABIAL EWE F30 X12, PROTECTOR LABIAL EWE F30 X 12 X 5G, COSMIATRIA, PROTEC SOLAR, 218, EWE S.A. ACC, 39846.110, 69910.000, 23/06/2025, 03/10/2024
8006173, 7798008191525, 7798008191525, BENELTA FLEX X 30 CAP, BENELTA FLEX X 30 CAP, COSMIATRIA, SUPLEM.DIETARIO, 483, FRAMINGHAM PHARMA, 23655.000, 41500.000, 16/04/2025, 03/10/2024
8006174, 7798008191440, 7798008191440, QUELAT BORO X 30 CMP, QUELAT BORO X 30 CMP, COSMIATRIA, SUPLEM.DIETARIO, 693, RAYMOS MEGALABS ARGENTINA, 10202.340, 17900.000, 05/05/2025, 03/10/2024
8006175, 7798008191556, 7798008191556, QUELAT PROCAPIL X 30 CAP, QUELAT PROCAPIL X 30 CAP, COSMIATRIA, SUPLEM.DIETARIO, 693, RAYMOS MEGALABS ARGENTINA, 17383.870, 30500.000, 05/05/2025, 03/10/2024
8006176, 7798008191549, 7798008191549, QUELAT VIT C QUELAT X 30C, QUELAT VITAMINA C QUELATADA X 30 CMP MAST, COSMIATRIA, SUPLEM.DIETARIO, 693, RAYMOS MEGALABS ARGENTINA, 11342.260, 19900.000, 05/05/2025, 03/10/2024
8006177, 7791984001468, 7791984001468, MEGACISTIN COLAGENOX 350G, MEGACISTIN COLAGENO X 350 G, COSMIATRIA, SUPLEM.DIETARIO, 527, MILLET S.A.C.I., 27961.760, 49058.900, 04/07/2025, 03/10/2024
